File,Folder,Points,Features
w-045-05.pts,w-045,"[(347.544, 280.709), (465.114, 277.063), (358.481, 390.987), (456.0, 390.987), (296.506, 271.595), (385.823, 255.19), (435.949, 254.278), (513.418, 263.392), (279.19, 297.114), (325.671, 284.354), (370.329, 282.532), (445.975, 280.709), (486.987, 279.797), (520.709, 286.177), (409.519, 336.304), (394.937, 342.684), (426.835, 343.595), (412.253, 372.759), (412.253, 412.861), (412.863, 483.765), (296.506, 394.633), (511.595, 394.633)]","{'Eye length ratio': 0.37561476342980415, 'Eye distance ratio': 0.5525858796579911, 'Nose ratio': 0.14836187034253234, 'Lip size ratio': 2.431773976360283, 'Lip length ratio': 0.4533890622021581, 'Eye-brow length ratio': 0.37561476342980415, 'Aggressive ratio': 0.9562507859157681}"
w-046-01.pts,w-046,"[(356.757, 268.604), (457.696, 275.608), (353.049, 374.076), (451.928, 381.08), (306.493, 246.357), (386.421, 249.241), (436.684, 250.889), (506.312, 249.241), (284.245, 265.721), (333.273, 268.604), (381.065, 271.9), (439.568, 275.608), (486.124, 276.432), (518.672, 273.96), (411.552, 338.644), (393.425, 345.236), (424.736, 347.708), (403.724, 376.96), (401.664, 394.264), (398.368, 453.18), (297.017, 369.544), (497.66, 383.964)]","{'Eye length ratio': 0.3409618536323815, 'Eye distance ratio': 0.5331483349197224, 'Nose ratio': 0.1561361662843211, 'Lip size ratio': 5.688378459722298, 'Lip length ratio': 0.4927744098768133, 'Eye-brow length ratio': 0.3409618536323815, 'Aggressive ratio': 0.9052666802382575}"
w-046-02.pts,w-046,"[(352.632, 277.551), (453.56, 271.526), (347.007, 370.006), (468.071, 365.893), (305.934, 259.474), (378.222, 251.518), (426.168, 250.161), (495.237, 240.896), (287.857, 286.589), (328.789, 282.441), (375.216, 280.09), (433.397, 277.74), (479.237, 270.687), (522.352, 267.006), (408.368, 339.313), (391.798, 348.854), (423.432, 347.347), (407.598, 374.723), (407.659, 402.466), (411.381, 455.305), (305.934, 370.947), (517.33, 359.901)]","{'Eye length ratio': 0.3090565806525564, 'Eye distance ratio': 0.5058938347623194, 'Nose ratio': 0.14960892799671396, 'Lip size ratio': 4.366274522952657, 'Lip length ratio': 0.5722379635480661, 'Eye-brow length ratio': 0.3090565806525564, 'Aggressive ratio': 0.8451655889840797}"
w-046-03.pts,w-046,"[(359.698, 287.088), (462.795, 294.049), (351.433, 401.931), (453.66, 408.891), (309.672, 264.468), (394.861, 279.469), (440.335, 281.847), (512.822, 272.298), (285.746, 277.518), (332.727, 285.783), (385.836, 293.76), (441.48, 300.139), (491.333, 298.023), (522.827, 296.659), (416.684, 371.045), (396.239, 369.74), (431.475, 374.526), (408.854, 403.236), (406.244, 421.072), (401.459, 469.358), (310.107, 401.496), (487.156, 413.241)]","{'Eye length ratio': 0.36366955033909387, 'Eye distance ratio': 0.523083728293727, 'Nose ratio': 0.20040532769144975, 'Lip size ratio': 5.684229584095488, 'Lip length ratio': 0.5774612930732782, 'Eye-brow length ratio': 0.36366955033909387, 'Aggressive ratio': 0.9935384893028543}"
w-046-05.pts,w-046,"[(363.038, 275.241), (467.848, 280.709), (360.304, 380.962), (461.468, 390.076), (311.089, 264.304), (401.316, 258.835), (447.797, 256.101), (515.241, 260.658), (292.861, 280.709), (342.076, 278.886), (381.266, 278.886), (449.62, 286.177), (488.81, 284.354), (520.709, 286.177), (418.633, 350.886), (399.494, 352.709), (436.861, 353.62), (414.987, 381.873), (414.076, 406.481), (414.076, 455.696), (309.266, 381.873), (498.835, 390.076)]","{'Eye length ratio': 0.3966090461851372, 'Eye distance ratio': 0.5500202433679849, 'Nose ratio': 0.1969897929369629, 'Lip size ratio': 4.124844920424481, 'Lip length ratio': 0.5353130200921878, 'Eye-brow length ratio': 0.3966090461851372, 'Aggressive ratio': 0.9477305260940214}"
w-047-03.pts,w-047,"[(336.639, 320.536), (448.888, 312.152), (356.201, 434.182), (449.354, 427.196), (292.391, 304.234), (369.242, 303.769), (419.545, 297.714), (493.227, 288.757), (271.898, 322.399), (307.762, 327.057), (364.119, 322.399), (425.6, 319.139), (478.644, 313.39), (513.629, 310.755), (403.243, 381.551), (388.339, 389.469), (416.285, 389.003), (404.64, 419.744), (406.969, 449.553), (410.695, 512.896), (295.652, 435.58), (504.78, 424.401)]","{'Eye length ratio': 0.31755712844780587, 'Eye distance ratio': 0.5207615936732741, 'Nose ratio': 0.13345911317152973, 'Lip size ratio': 3.1242499874202982, 'Lip length ratio': 0.44604936015319213, 'Eye-brow length ratio': 0.31755712844780587, 'Aggressive ratio': 0.9364055716582653}"
w-047-05.pts,w-047,"[(302.886, 281.62), (411.342, 275.241), (322.937, 392.81), (399.494, 388.253), (260.051, 267.949), (332.051, 259.747), (379.443, 251.544), (454.177, 258.835), (247.291, 294.38), (280.101, 284.354), (323.848, 283.443), (390.38, 278.886), (433.215, 277.975), (476.962, 281.62), (357.57, 333.57), (343.899, 339.038), (373.063, 337.215), (360.304, 370.937), (362.127, 403.747), (362.127, 472.101), (262.785, 390.987), (472.405, 391.899)]","{'Eye length ratio': 0.32643734317952183, 'Eye distance ratio': 0.5263293757552586, 'Nose ratio': 0.13939817030962318, 'Lip size ratio': 2.333873759286378, 'Lip length ratio': 0.36586098797628097, 'Eye-brow length ratio': 0.32643734317952183, 'Aggressive ratio': 0.9183305272166977}"
w-048-03.pts,w-048,"[(340.42, 274.609), (457.834, 279.823), (344.847, 400.845), (446.284, 397.832), (291.617, 266.265), (378.994, 262.75), (419.167, 266.767), (508.051, 269.278), (271.53, 280.325), (305.176, 284.343), (369.955, 281.832), (427.202, 287.858), (489.973, 287.858), (524.622, 284.343), (394.561, 346.109), (379.496, 352.135), (413.141, 353.14), (395.063, 393.815), (397.072, 428.465), (398.076, 478.681), (294.128, 402.854), (508.553, 397.33)]","{'Eye length ratio': 0.35128829767822234, 'Eye distance ratio': 0.5070704242938681, 'Nose ratio': 0.15692593010094438, 'Lip size ratio': 2.9238555097504846, 'Lip length ratio': 0.47311684355375094, 'Eye-brow length ratio': 0.35128829767822234, 'Aggressive ratio': 0.9270445398372902}"
w-048-05.pts,w-048,"[(348.456, 257.013), (463.291, 260.658), (358.481, 377.316), (448.709, 376.405), (301.063, 250.633), (386.734, 236.962), (427.747, 236.962), (517.063, 247.899), (285.57, 270.684), (327.494, 262.481), (369.418, 259.747), (441.418, 264.304), (485.165, 264.304), (528.0, 269.772), (402.228, 318.987), (386.734, 326.278), (420.456, 327.19), (402.228, 362.734), (403.139, 400.101), (403.139, 452.962), (304.709, 377.316), (517.063, 374.582)]","{'Eye length ratio': 0.3711690186060836, 'Eye distance ratio': 0.5301029626613425, 'Nose ratio': 0.15884576970496728, 'Lip size ratio': 2.4140496926942943, 'Lip length ratio': 0.4248807247243025, 'Eye-brow length ratio': 0.3711690186060836, 'Aggressive ratio': 0.9235487256551761}"
w-049-03.pts,w-049,"[(332.561, 244.441), (441.292, 244.441), (338.5, 356.37), (426.215, 358.197), (290.987, 228.908), (361.799, 224.796), (408.295, 220.031), (485.606, 238.959), (276.368, 249.466), (308.988, 250.638), (355.86, 248.096), (418.469, 250.403), (475.556, 258.147), (498.398, 252.208), (381.901, 307.487), (367.738, 318.451), (398.347, 317.994), (382.814, 345.406), (385.099, 373.73), (383.271, 431.751), (288.703, 354.086), (484.236, 361.852)]","{'Eye length ratio': 0.3584573119764375, 'Eye distance ratio': 0.5430674837209118, 'Nose ratio': 0.15643546193567975, 'Lip size ratio': 3.0874846164328407, 'Lip length ratio': 0.44833817799277825, 'Eye-brow length ratio': 0.3584573119764375, 'Aggressive ratio': 0.9489090394457433}"
w-049-05.pts,w-049,"[(334.785, 242.43), (442.329, 241.519), (338.43, 356.354), (433.215, 352.709), (290.127, 231.494), (376.709, 223.291), (405.873, 219.646), (486.076, 234.228), (276.456, 248.81), (316.557, 244.253), (353.924, 244.253), (418.633, 244.253), (462.38, 244.253), (493.367, 251.544), (391.291, 300.759), (377.62, 309.873), (404.051, 309.873), (387.646, 338.127), (387.646, 369.114), (387.646, 423.797), (288.304, 360.911), (481.519, 357.266)]","{'Eye length ratio': 0.400914711536367, 'Eye distance ratio': 0.5188694068048, 'Nose ratio': 0.1367714619293332, 'Lip size ratio': 3.0611243156562415, 'Lip length ratio': 0.4908427647069859, 'Eye-brow length ratio': 0.400914711536367, 'Aggressive ratio': 0.945324596482914}"
w-050-03.pts,w-050,"[(303.493, 295.456), (414.782, 283.45), (327.044, 418.752), (414.321, 408.593), (252.697, 271.905), (328.429, 272.367), (369.066, 268.673), (455.419, 240.042), (243.923, 305.197), (276.66, 300.622), (326.17, 296.827), (391.693, 291.3), (442.489, 281.141), (485.897, 272.367), (354.751, 358.259), (345.515, 370.727), (375.069, 364.724), (363.524, 399.819), (368.604, 428.911), (378.763, 486.634), (282.251, 421.985), (485.897, 401.666)]","{'Eye length ratio': 0.3725595813189289, 'Eye distance ratio': 0.5035872020215798, 'Nose ratio': 0.14735619936889324, 'Lip size ratio': 2.975269729345763, 'Lip length ratio': 0.42933391647091673, 'Eye-brow length ratio': 0.3725595813189289, 'Aggressive ratio': 0.9623834982976913}"
w-050-05.pts,w-050,"[(332.962, 290.734), (449.62, 277.975), (356.658, 414.684), (451.443, 402.835), (283.747, 267.038), (364.861, 263.392), (415.899, 258.835), (492.456, 261.57), (270.076, 305.316), (309.266, 298.025), (354.835, 292.557), (431.392, 282.532), (473.316, 278.886), (502.481, 286.177), (399.494, 348.152), (385.823, 359.089), (417.722, 356.354), (402.228, 390.076), (403.139, 426.532), (404.051, 481.215), (299.241, 419.241), (504.304, 396.456)]","{'Eye length ratio': 0.3481937332705091, 'Eye distance ratio': 0.5573533438410007, 'Nose ratio': 0.15517285686155022, 'Lip size ratio': 2.619402441778168, 'Lip length ratio': 0.4629723176115223, 'Eye-brow length ratio': 0.3481937332705091, 'Aggressive ratio': 0.9449750190470528}"
w-051-03.pts,w-051,"[(326.15, 276.944), (431.167, 280.967), (331.978, 393.827), (425.131, 395.641), (283.499, 255.216), (361.96, 260.849), (406.646, 258.661), (478.243, 258.837), (261.02, 275.451), (293.961, 277.748), (356.73, 286.6), (401.392, 287.405), (462.551, 282.174), (491.521, 282.577), (382.481, 353.393), (363.972, 361.037), (398.173, 358.623), (380.871, 390.812), (380.469, 416.161), (378.859, 462.835), (282.292, 394.836), (468.989, 397.653)]","{'Eye length ratio': 0.3411064706433103, 'Eye distance ratio': 0.5191299605909996, 'Nose ratio': 0.18362472500524693, 'Lip size ratio': 3.675054118398661, 'Lip length ratio': 0.4989906454801122, 'Eye-brow length ratio': 0.3411064706433103, 'Aggressive ratio': 0.951266856330158}"
w-051-05.pts,w-051,"[(332.051, 244.253), (443.241, 255.19), (332.962, 362.734), (425.013, 372.759), (292.861, 224.203), (373.975, 218.734), (411.342, 221.468), (487.899, 242.43), (271.899, 251.544), (312.0, 244.253), (356.658, 249.722), (418.633, 256.101), (463.291, 257.924), (492.456, 265.215), (386.734, 308.962), (369.418, 314.43), (402.228, 318.987), (381.266, 348.152), (381.266, 382.785), (380.354, 441.114), (271.899, 360.0), (477.873, 378.228)]","{'Eye length ratio': 0.36789780019083396, 'Eye distance ratio': 0.5279845194860411, 'Nose ratio': 0.16019495666951541, 'Lip size ratio': 2.6736143931361713, 'Lip length ratio': 0.447798344949141, 'Eye-brow length ratio': 0.36789780019083396, 'Aggressive ratio': 0.9326542883598267}"
w-052-03.pts,w-052,"[(301.146, 291.717), (404.003, 291.052), (306.755, 420.237), (398.821, 416.498), (254.412, 267.415), (324.138, 267.433), (376.389, 265.079), (447.043, 260.978), (232.914, 290.782), (274.464, 295.081), (322.051, 296.177), (379.964, 295.283), (430.601, 294.521), (475.466, 288.913), (348.864, 355.155), (334.328, 364.623), (362.368, 365.09), (351.152, 406.684), (352.554, 424.443), (356.76, 493.142), (252.543, 423.508), (467.988, 413.227)]","{'Eye length ratio': 0.291775854085427, 'Eye distance ratio': 0.5051132716441193, 'Nose ratio': 0.13001932058032553, 'Lip size ratio': 5.172368567718769, 'Lip length ratio': 0.42719561858167904, 'Eye-brow length ratio': 0.291775854085427, 'Aggressive ratio': 0.9272551457874029}"
w-052-05.pts,w-052,"[(302.886, 288.0), (404.962, 285.266), (306.532, 415.595), (403.139, 408.304), (254.582, 261.57), (327.494, 257.013), (378.532, 254.278), (451.443, 256.101), (236.354, 298.025), (278.278, 290.734), (322.025, 288.911), (383.089, 287.089), (424.101, 287.089), (476.962, 292.557), (354.835, 345.418), (337.519, 357.266), (368.506, 356.354), (355.747, 395.544), (357.57, 416.506), (357.57, 484.861), (257.316, 423.797), (464.203, 412.861)]","{'Eye length ratio': 0.30354522686056545, 'Eye distance ratio': 0.5153001764466503, 'Nose ratio': 0.14963336750141187, 'Lip size ratio': 4.604400015050262, 'Lip length ratio': 0.4676304915865365, 'Eye-brow length ratio': 0.30354522686056545, 'Aggressive ratio': 0.9612501749499751}"
w-053-03.pts,w-053,"[(350.147, 275.188), (460.517, 280.268), (356.613, 397.103), (447.125, 399.412), (306.29, 259.557), (390.786, 256.716), (429.115, 256.254), (507.621, 245.171), (286.881, 275.65), (322.358, 278.408), (380.164, 280.729), (435.58, 282.577), (486.84, 280.729), (516.857, 282.577), (403.526, 335.19), (389.862, 343.072), (420.341, 345.843), (405.102, 383.711), (404.64, 401.721), (403.254, 470.991), (296.579, 397.103), (502.541, 403.568)]","{'Eye length ratio': 0.36745322508198885, 'Eye distance ratio': 0.5218167536361751, 'Nose ratio': 0.1485207830240996, 'Lip size ratio': 5.025634173131627, 'Lip length ratio': 0.439386271588694, 'Eye-brow length ratio': 0.36745322508198885, 'Aggressive ratio': 0.9300920497978158}"
w-053-05.pts,w-053,"[(341.165, 280.709), (451.443, 277.063), (354.835, 399.19), (443.241, 399.19), (293.772, 265.215), (378.532, 255.19), (418.633, 252.456), (504.304, 254.278), (283.747, 289.823), (316.557, 286.177), (368.506, 284.354), (428.658, 280.709), (477.873, 278.886), (510.684, 284.354), (401.316, 339.949), (385.823, 347.241), (413.165, 348.152), (400.405, 382.785), (398.582, 411.038), (398.582, 465.722), (301.975, 399.19), (505.215, 393.722)]","{'Eye length ratio': 0.37748582201857794, 'Eye distance ratio': 0.5528686701936425, 'Nose ratio': 0.13455656767182242, 'Lip size ratio': 3.122590151843881, 'Lip length ratio': 0.43482592870433834, 'Eye-brow length ratio': 0.37748582201857794, 'Aggressive ratio': 0.9042428549661811}"
w-054-03.pts,w-054,"[(325.091, 301.911), (432.305, 302.848), (328.837, 402.103), (422.473, 404.912), (278.032, 280.109), (357.864, 274.289), (403.224, 279.509), (481.933, 283.184), (254.396, 294.42), (297.937, 301.443), (349.371, 302.349), (410.301, 305.657), (459.928, 304.72), (493.637, 301.911), (380.018, 357.715), (365.823, 362.775), (392.51, 364.648), (377.996, 397.889), (376.592, 424.107), (377.06, 473.735), (266.1, 397.421), (475.378, 406.784)]","{'Eye length ratio': 0.33441031319734893, 'Eye distance ratio': 0.5209742829702791, 'Nose ratio': 0.12770531204399738, 'Lip size ratio': 3.5679339280316773, 'Lip length ratio': 0.44717796691467887, 'Eye-brow length ratio': 0.33441031319734893, 'Aggressive ratio': 0.8287293009870274}"
w-054-05.pts,w-054,"[(335.696, 299.848), (445.063, 302.582), (332.962, 401.924), (431.392, 402.835), (286.481, 277.063), (368.506, 270.684), (414.987, 276.152), (492.456, 282.532), (265.519, 303.494), (318.38, 301.671), (358.481, 304.405), (425.013, 306.228), (466.937, 304.405), (497.013, 308.051), (392.203, 356.354), (378.532, 362.734), (408.608, 364.557), (391.291, 397.367), (389.468, 414.684), (389.468, 466.633), (281.924, 401.013), (484.253, 403.747)]","{'Eye length ratio': 0.3553298758262343, 'Eye distance ratio': 0.5456812092618827, 'Nose ratio': 0.1489082026087415, 'Lip size ratio': 5.653015611253902, 'Lip length ratio': 0.4864613095680025, 'Eye-brow length ratio': 0.3553298758262343, 'Aggressive ratio': 0.8162241163351254}"
w-055-03.pts,w-055,"[(324.849, 280.932), (448.448, 283.54), (330.586, 410.268), (434.888, 412.354), (277.913, 268.416), (369.699, 263.2), (412.463, 263.722), (500.599, 275.717), (257.052, 278.324), (296.166, 285.104), (355.618, 286.669), (419.243, 288.755), (480.26, 289.798), (511.03, 289.276), (384.823, 357.073), (368.656, 361.767), (403.598, 366.46), (384.302, 399.316), (382.737, 432.171), (377.0, 503.619), (260.703, 407.66), (492.777, 419.655)]","{'Eye length ratio': 0.361640500916244, 'Eye distance ratio': 0.5223261169123716, 'Nose ratio': 0.15171345314831133, 'Lip size ratio': 3.1716544404158182, 'Lip length ratio': 0.4489248657141722, 'Eye-brow length ratio': 0.361640500916244, 'Aggressive ratio': 0.9381081967798001}"
w-055-05.pts,w-055,"[(328.405, 261.57), (449.62, 260.658), (338.43, 390.076), (439.595, 388.253), (279.19, 249.722), (366.684, 236.051), (413.165, 236.051), (502.481, 252.456), (263.696, 263.392), (307.443, 263.392), (354.835, 267.038), (425.013, 265.215), (473.316, 263.392), (509.772, 268.861), (392.203, 329.013), (374.886, 336.304), (409.519, 336.304), (391.291, 363.646), (393.114, 409.215), (393.114, 473.924), (273.722, 391.899), (502.481, 387.342)]","{'Eye length ratio': 0.368941577668281, 'Eye distance ratio': 0.5480405416707335, 'Nose ratio': 0.1513651064324252, 'Lip size ratio': 2.2186257007320016, 'Lip length ratio': 0.4422180292282204, 'Eye-brow length ratio': 0.368941577668281, 'Aggressive ratio': 0.91955177669635}"
w-056-03.pts,w-056,"[(342.376, 286.003), (464.836, 284.987), (354.063, 422.691), (453.657, 419.134), (289.53, 267.202), (375.319, 261.243), (424.185, 260.597), (517.682, 261.105), (272.762, 292.102), (309.484, 290.796), (369.307, 295.658), (437.905, 293.117), (499.389, 289.052), (529.877, 286.511), (398.27, 358.158), (386.075, 367.813), (417.071, 366.796), (402.844, 403.89), (403.86, 436.411), (404.876, 501.452), (296.644, 424.216), (511.584, 421.675)]","{'Eye length ratio': 0.3635582618612748, 'Eye distance ratio': 0.5387366830678189, 'Nose ratio': 0.14427520632172097, 'Lip size ratio': 3.0629101350900974, 'Lip length ratio': 0.46362024603557134, 'Eye-brow length ratio': 0.3635582618612748, 'Aggressive ratio': 0.9715763635379973}"
w-056-05.pts,w-056,"[(338.43, 283.443), (461.468, 281.62), (351.19, 414.684), (447.797, 411.949), (286.481, 263.392), (384.911, 255.19), (424.101, 249.722), (515.241, 258.835), (278.278, 291.646), (318.38, 285.266), (361.215, 289.823), (439.595, 287.089), (487.899, 286.177), (524.354, 289.823), (400.405, 353.62), (384.0, 361.823), (418.633, 360.911), (402.228, 394.633), (402.228, 430.177), (402.228, 497.62), (290.127, 419.241), (505.215, 412.861)]","{'Eye length ratio': 0.40137367200906177, 'Eye distance ratio': 0.5448115883550939, 'Nose ratio': 0.1610028208068181, 'Lip size ratio': 2.719044197643596, 'Lip length ratio': 0.4491334621147897, 'Eye-brow length ratio': 0.40137367200906177, 'Aggressive ratio': 0.9843068610510757}"
